person_key,drown,prob_avg,prob_std,prob_min,prob_max,prob_range,prob_slope
21_person_173,0,0.23529272,0.40745896,6.22E-07,0.94103235,0.94103175,0.010525777
15_person_52,0,0.23217773,0.23216659,1.12E-05,0.46434432,0.46433318,-0.928666331
44_person_1,0,0.23068972,0.32384476,1.00E-05,0.68867123,0.6886612,0.059003138
54_person_414,0,0.22224739,0.32915866,4.24E-08,0.8991872,0.89918715,-0.029958755
15_person_17,0,0.21872215,0.3086105,1.81E-05,0.65516293,0.6551448,0.182738514
43_person_575,0,0.21527119,0.21129279,0.003978396,0.42656398,0.42258558,2.485797541
15_person_302(drown),1,0.21205951,0.37608325,1.06E-06,0.9961288,0.9961277,0.065591275
43_person_287,0,0.20935243,0.3652416,1.71E-05,0.99993837,0.99992126,0.048233346
21_person_299,0,0.20925105,0.20847924,0.000771807,0.41773027,0.41695845,-1.2635105
43_person_392,0,0.20452385,0.25863627,2.39E-05,0.5694027,0.56937885,0.600758424
21_person_236,0,0.19886948,0.39772984,8.31E-07,0.99432915,0.9943283,0.051799042
51_person_366,0,0.19643547,0.39284337,8.30E-06,0.9821222,0.9821139,0.123950266
51_person_582,0,0.19501631,0.30878916,0.001107223,0.86729705,0.86618984,-0.00963701
54_person_18,0,0.19336715,0.33518288,1.77E-07,0.9993567,0.9993565,-0.017210522
54_person_573,0,0.18928164,0.34362993,6.78E-07,0.9999839,0.99998325,-0.010791422
54_person_248,0,0.1882898,0.3058503,6.46E-05,0.99787617,0.9978116,-0.035009875
43_person_862,0,0.18711531,0.34364748,2.09E-06,0.9980248,0.99802274,-0.030141908
63_person_150,0,0.18373297,0.24958009,0.000767965,0.71301895,0.712251,0.029152836
43_person_78,0,0.18190813,0.027491681,0.15441644,0.2093998,0.054983363,-0.109966725
54_person_1014,0,0.17972343,0.17959385,0.000129566,0.35931727,0.3591877,-0.270065945
43_person_115,0,0.17950492,0.33502218,1.48E-05,0.8484799,0.84846514,-0.003915382
66_person_329,0,0.17906249,0.23762934,5.93E-05,0.75783336,0.75777406,0.018158602
54_person_179,0,0.17871176,0.25984466,3.64E-09,0.866516,0.866516,-0.015326431
43_person_413,0,0.17824596,0.17728344,0.000962525,0.3555294,0.35456687,-0.709133746
43_person_54,0,0.17279539,0.17279422,1.16E-06,0.3455896,0.34558845,-2.032873217
11_person_4,0,0.17192438,0.35202128,4.80E-07,0.9994765,0.999476,0.009801872
54_person_356,0,0.16795196,0.23712362,1.12E-05,0.50329524,0.503284,0.108852004
43_person_563,0,0.15914515,0.29170635,4.86E-06,0.7419565,0.7419516,0.158073934
60_person_177,0,0.15736753,0.1573438,2.37E-05,0.31471133,0.3146876,-0.14568871
43_person_802,0,0.15636306,0.33403775,4.68E-07,0.90274686,0.9027464,0.029156346
60_person_39,0,0.15615171,0.33473077,1.30E-05,0.9044175,0.9044045,-0.097237738
21_person_430,0,0.15546255,0.15510987,0.000352683,0.31057242,0.31021973,0.233247919
66_person_510,0,0.15545516,0.2434339,2.37E-05,0.7798968,0.77987313,-0.002606402
11_person_494,0,0.15488249,0.14147305,0.01340945,0.29635555,0.2829461,0.170449455
54_person_946,0,0.15115926,0.17640223,6.01E-05,0.5247964,0.5247363,0.033354776
66_person_947,0,0.14953218,0.271791,5.37E-06,0.89642805,0.8964227,0.019903886
54_person_672,0,0.1485894,0.2292822,0.001023102,0.54469573,0.5436726,-0.311806318
22_person_32,0,0.14812317,0.1481151,8.08E-06,0.29623827,0.2962302,-0.871265273
21_person_329,0,0.14453827,0.1444921,4.62E-05,0.28903037,0.2889842,0.078742288
51_person_105,0,0.1423457,0.13194312,0.010402581,0.2742888,0.2638862,-0.79965522
70_person_289,0,0.14206348,0.14198776,7.57E-05,0.28405124,0.2839755,-1.670444218
43_person_51,0,0.14129409,0.34602016,1.20E-06,0.98886687,0.9888657,0.058102278
22_person_2,0,0.13943647,0.26543576,6.79E-05,0.95570534,0.95563745,0.003952231
60_person_169,0,0.13832517,0.28548282,1.23E-05,0.82986236,0.8298501,-0.035578034
54_person_97,0,0.13695855,0.13269322,0.004265336,0.26965177,0.26538643,0.265386435
15_person_372(drown),1,0.13504903,0.3031922,2.69E-07,0.98644036,0.98644006,0.057375431
43_person_13,0,0.1340064,0.29413357,1.14E-05,0.79169524,0.79168385,-0.077549848
70_person_365,0,0.1339296,0.13392846,1.14E-06,0.26785806,0.26785693,-0.399786445
15_person_918,0,0.13374151,0.30239978,9.29E-06,0.9504598,0.9504505,-0.030379092
70_person_10,0,0.124950565,0.3009181,1.49E-06,0.9680026,0.9680011,0.036425389
54_person_78,0,0.12405795,0.32817227,1.71E-09,0.9923201,0.9923201,-0.026767167
70_person_247,0,0.12243502,0.2924486,2.12E-09,0.9823172,0.9823172,0.014634238
43_person_111,0,0.12220766,0.12219833,9.32E-06,0.24440598,0.24439666,-0.290948405
28_person_1039,0,0.121029936,0.29349327,2.28E-07,0.8399123,0.83991206,-0.003192995
15_person_590,0,0.120889105,0.12068377,0.000205337,0.24157287,0.24136753,0.18147935
15_person_278,0,0.1193716,0.27272674,4.97E-07,0.97976446,0.979764,0.016444687
70_person_250,0,0.11689184,0.22004217,1.09E-06,0.7361086,0.7361075,-0.007624195
43_person_885,0,0.114323094,0.19794284,6.26E-06,0.45717016,0.4571639,0.071132923
54_person_110,0,0.11173699,0.11144578,0.000291218,0.22318277,0.22289155,-0.148594366
43_person_170,0,0.110424645,0.3117251,3.85E-06,0.99211615,0.9921123,0.046519455
43_person_417,0,0.10876201,0.28773987,2.98E-07,0.8700502,0.8700499,-0.029407574
21_person_3,0,0.107336216,0.14664745,7.64E-07,0.31468394,0.31468317,-0.04159985
54_person_1024,0,0.1060555,0.131504,0.004386071,0.29175106,0.287365,0.287364986
60_person_207,0,0.10358271,0.26525742,1.14E-07,0.9189938,0.91899365,-0.018631339
15_person_679,0,0.10139898,0.1986678,2.92E-05,0.49868658,0.49865738,0.008042944
11_person_153,0,0.09968579,0.23577146,7.29E-08,0.9681819,0.96818185,-0.00306849
60_person_30,0,0.099169485,0.2543323,2.07E-06,0.81666714,0.81666505,-0.03009894
15_person_5,0,0.09818867,0.2850035,3.73E-07,0.99813926,0.9981389,-0.017433405
54_person_165,0,0.09693122,0.14350101,0.000159923,0.37900186,0.37884194,0.016975994
15_person_496,0,0.09491139,0.12558399,0.000171421,0.2723785,0.27220708,0.061682527
66_person_22,0,0.09490469,0.13057742,0.001807759,0.2795669,0.27775916,-0.017692333
54_person_351,0,0.09324011,0.09324011,1.44E-09,0.18648022,0.18648022,-0.079692403
70_person_587,0,0.090908155,0.22068505,5.19E-07,0.6314588,0.6314583,0.034154044
43_person_3,0,0.089631066,0.2477717,3.18E-07,0.79037195,0.79037166,-0.032164402
43_person_799,0,0.08892316,0.08892081,2.36E-06,0.17784397,0.17784162,0.132717624
21_person_282,0,0.08541137,0.08522257,0.000188802,0.17063394,0.17044514,-0.063837131
68_person_7,0,0.08448003,0.22312607,8.23E-06,0.6748157,0.6748075,0.023625347
54_person_325,0,0.082273096,0.06495401,0.017319089,0.14722711,0.12990803,-0.382082411
43_person_841,0,0.081500486,0.08148071,1.98E-05,0.1629812,0.16296142,0.196339067
15_person_907,0,0.080885634,0.08083831,4.73E-05,0.16172394,0.16167662,-0.080838308
43_person_319,0,0.07947646,0.15812576,3.93E-07,0.395727,0.39572662,-0.018010105
15_person_330,0,0.07887279,0.07887203,7.54E-07,0.15774482,0.15774406,0.105162714
28_person_397(drown),1,0.07678212,0.22494426,4.85E-06,0.78642684,0.786422,0.179584835
21_person_51,0,0.07602173,0.18377975,6.35E-06,0.52618283,0.52617645,-0.011305244
54_person_765,0,0.075219944,0.06308743,0.008868722,0.16004992,0.15118119,0.067891925
43_person_391,0,0.07464723,0.09744838,0.007378471,0.24248028,0.2351018,0.05806742
43_person_997,0,0.07440216,0.10505526,2.79E-05,0.2229727,0.22294481,-0.03795719
21_person_543,0,0.07400571,0.050975744,0.023029968,0.124981456,0.10195149,0.299857316
63_person_14,0,0.073444024,0.19238658,1.02E-05,0.77132624,0.77131605,-0.008194007
54_person_302,0,0.07284005,0.19194394,8.72E-06,0.5806749,0.5806662,0.014169667
63_person_202,0,0.071636036,0.069302976,0.002333062,0.14093901,0.13860595,0.103437276
15_person_1087,0,0.07114268,0.14130606,4.18E-08,0.45817646,0.45817643,0.011009495
54_person_44,0,0.06997399,0.06970948,0.000264513,0.13968347,0.13941896,-0.069709478
63_person_5,0,0.06766707,0.17061506,2.36E-07,0.5477447,0.54774445,0.011304244
15_person_57,0,0.06738193,0.20717682,8.83E-07,0.9911054,0.9911045,0.005223967
43_person_629,0,0.06710747,0.06707789,2.96E-05,0.13418536,0.13415578,-0.268311573
66_person_312,0,0.06606271,0.15517734,0.000133122,0.5271419,0.52700883,-0.00956808
6_person_28,0,0.06595076,0.065786324,0.00016444,0.13173708,0.13157265,-0.263145286
54_person_994,0,0.06592662,0.063219905,0.002706716,0.12914652,0.1264398,-0.150523572
21_person_4,0,0.065538384,0.19383232,6.47E-07,0.7068998,0.70689917,-0.00620715
70_person_176,0,0.06515863,0.14281784,9.97E-07,0.6298382,0.6298372,-0.005033512
66_person_396,0,0.064745195,0.19278353,1.40E-07,0.64308375,0.64308363,-0.026404336
70_person_612,0,0.06443075,0.022870451,0.0415603,0.0873012,0.045740902,0.091481805
43_person_1257,0,0.062633194,0.059089392,0.0035438,0.12172259,0.118178785,0.738617415
66_person_749,0,0.061860826,0.21197768,3.59E-08,0.796165,0.79616493,0.011193316
43_person_672,0,0.061747655,0.16324706,1.78E-06,0.49365878,0.493657,0.030682152
66_person_115,0,0.061306633,0.060543656,0.000762978,0.12185029,0.12108731,0.356139151
21_person_328,0,0.06111573,0.101497866,0.00015594,0.2368498,0.23669386,0.010649887
11_person_226,0,0.058174957,0.07776649,0.000100064,0.19778655,0.1976865,-0.001812413
43_person_670,0,0.057674225,0.05719191,0.000482316,0.11486614,0.114383824,0.034349496
15_person_90,0,0.056969885,0.09391406,1.87E-05,0.25140542,0.25138673,0.0020357
70_person_333,0,0.05685352,0.017999092,0.031906087,0.07370559,0.041799504,0.005935039
54_person_578,0,0.05361838,0.13221206,0.000126674,0.4032505,0.40312383,-0.01363592
66_person_906,0,0.053617403,0.1132729,2.29E-06,0.37007388,0.3700716,0.011151832
70_person_156,0,0.051684063,0.13561234,1.09E-07,0.63445634,0.6344562,0.002415448
43_person_982,0,0.050725017,0.050581545,0.000143472,0.101306565,0.1011631,0.086464182
11_person_292,0,0.05024436,0.13480414,5.54E-05,0.4531652,0.45310977,-0.013802126
66_person_929,0,0.050183762,0.16195557,9.07E-07,0.70878285,0.70878196,-0.002107084
43_person_414,0,0.046904933,0.08721087,7.09E-05,0.22125068,0.22117975,-0.004388244
21_person_12,0,0.04669976,0.16474558,6.61E-07,0.64066005,0.6406594,0.004891569
43_person_346,0,0.04669497,0.045186043,0.001508926,0.091881014,0.090372086,0.077241102
68_person_15,0,0.045891024,0.15696977,1.84E-06,0.67210627,0.6721044,0.004013567
43_person_1378,0,0.04558318,0.11825537,4.97E-06,0.35841274,0.35840777,-0.005349348
68_person_121,0,0.044865668,0.007206781,0.03765889,0.05207245,0.014413562,-0.010756389
15_person_381,0,0.043881714,0.04388164,7.40E-08,0.087763354,0.08776328,0.04388164
15_person_386,0,0.043844238,0.06160199,0.000147202,0.13096246,0.13081525,0.058965706
66_person_1013,0,0.043393362,0.20340873,5.84E-08,0.9974649,0.99746484,-0.003952441
6_person_656,0,0.0432437,0.02669195,0.016551748,0.06993565,0.0533839,-0.031966408
43_person_448,0,0.04316785,0.10583211,2.26E-07,0.35347697,0.35347673,-0.009373669
6_person_333,0,0.042386644,0.083472714,6.00E-06,0.20932534,0.20931935,-0.005743907
15_person_249,0,0.040885348,0.06460454,2.00E-07,0.152545,0.15254481,0.007652271
11_person_456,0,0.040138397,0.13776164,4.81E-06,0.5173561,0.51735127,0.022938016
63_person_37,0,0.039203413,0.0783766,3.31E-07,0.1959566,0.19595627,0.020847448
54_person_839,0,0.038373396,0.03969804,0.002200606,0.1030674,0.100866795,0.003159668
43_person_443,0,0.038014196,0.08213346,2.43E-05,0.22160977,0.22158542,-0.017204766
22_person_190,0,0.037891425,0.037401885,0.000489539,0.07529331,0.07480377,-0.074803771
15_person_624,0,0.037250817,0.17002217,2.75E-08,0.81638706,0.81638706,-0.001957188
70_person_11,0,0.036247242,0.104281306,2.27E-08,0.44470137,0.44470134,-0.002355743
11_person_332,0,0.03565278,0.060944263,6.16E-05,0.14120968,0.14114812,0.003255457
43_person_42,0,0.035623416,0.03561136,1.21E-05,0.07123478,0.07122272,0.060874124
43_person_634,0,0.03560643,0.10826682,5.59E-07,0.40953103,0.40953046,-0.011088822
43_person_220,0,0.035166416,0.03686793,9.23E-05,0.08611338,0.08602105,0.02135068
70_person_550,0,0.034963757,0.056149952,2.44E-06,0.17548512,0.17548268,-0.00384128
66_person_1060,0,0.03448122,0.03448018,1.04E-06,0.068961404,0.06896037,0.05146296
11_person_282,0,0.033686336,0.11741424,1.37E-06,0.47228763,0.47228625,0.001489058
66_person_116,0,0.033360742,0.11621301,5.77E-07,0.5647575,0.56475693,-0.000973353
66_person_741,0,0.03308263,0.17785546,7.18E-07,0.9908632,0.9908625,0.000359171
43_person_689,0,0.031696755,0.06078431,9.31E-05,0.17912705,0.17903394,-0.007049927
54_person_924,0,0.031356607,0.029895077,0.00146153,0.061251685,0.059790157,0.039860104
51_person_359,0,0.030970706,0.02990113,0.001069576,0.060871836,0.05980226,0.05980226
11_person_410,0,0.03084306,0.018955879,0.011887182,0.04979894,0.037911758,-0.045676817
43_person_325,0,0.030145498,0.1262459,4.07E-07,0.56575364,0.5657532,0.004746232
54_person_89,0,0.029963603,0.028432777,0.001530827,0.05839638,0.056865554,-0.056865553
60_person_260,0,0.029176753,0.05012005,5.59E-05,0.11598672,0.115930855,-0.03963165
43_person_902,0,0.028296469,0.027689995,0.000606474,0.055986464,0.05537999,0.16781815
63_person_6,0,0.0278367,0.062229935,1.13E-06,0.16698706,0.16698593,0.010803887
11_person_280,0,0.027627371,0.03834984,0.00013915,0.081860535,0.08172139,0.013674291
68_person_160,0,0.02749612,0.027492022,4.10E-06,0.054988142,0.054984044,-0.10996809
43_person_877,0,0.027324535,0.027322046,2.49E-06,0.05464658,0.054644093,0.01493008
54_person_688,0,0.027250567,0.05876761,2.89E-05,0.15863836,0.15860948,-0.003720779
66_person_1234,0,0.026483415,0.05269036,2.11E-08,0.1623893,0.16238928,0.004180767
43_person_560,0,0.026340429,0.013762184,0.012578243,0.040102612,0.027524369,0.161908052
66_person_377,0,0.026013542,0.024722632,0.00129091,0.050736174,0.049445264,0.098890527
43_person_529,0,0.02591984,0.01803657,0.007883268,0.04395641,0.03607314,0.212194957
43_person_1061,0,0.024834149,0.077616446,9.78E-08,0.2820513,0.2820512,-0.004882378
15_person_41,0,0.024767738,0.060523305,5.26E-06,0.18479352,0.18478826,-0.008278157
43_person_929,0,0.024760498,0.024572939,0.00018756,0.049333435,0.049145874,0.059211897
28_person_1252,0,0.02400708,0.023763381,0.0002437,0.04777046,0.04752676,0.04752676
68_person_38,0,0.02365109,0.026451575,1.07E-06,0.064059734,0.06405866,0.022522237
51_person_385,0,0.023599599,0.019960057,0.003639542,0.043559656,0.039920114,-0.120970042
60_person_316,0,0.023004157,0.025503201,3.43E-05,0.07058571,0.070551395,-0.003366352
11_person_2,0,0.02229624,0.054073036,1.97E-06,0.18150555,0.18150358,0.000885242
11_person_417,0,0.022261064,0.074576065,4.84E-06,0.30947158,0.30946675,-0.000373567
